UNI;4012;TUTTO IL PORTAFOGLIO;NULL;NULL;NULL;2019-02-22;OK;AGGREGAZIONE;NULL;NULL;57846;NULL;NULL
UNI;4012;TUTTO IL PORTAFOGLIO;NULL;NULL;1 ;2019-02-22;KO;NESSUNA AGGREGAZIONE;PUG17;50009524919;1;2017-08-26;provv incasso: 0.00 provv acquisto: 48.75 provv incasso det:  0.00 provv acquisto det: 48.75
